order,source,IID1,IID2,FID,H1,H3,S5,S8,Note
35,captivity,X2810,X2810,CAP.ACU,NA,530,NA,NA,
35,captivity,X2812,X2812,CAP.ACU,NA,531,NA,NA,
35,captivity,X2814,X2814,CAP.ACU,NA,527,NA,NA,
35,captivity,X2815,X2815,CAP.ACU,NA,522,NA,NA,
35,captivity,X2816,X2816,CAP.ACU,NA,529,NA,NA,
35,captivity,X2817,X2817,CAP.ACU,NA,519,NA,NA,
35,captivity,X2821,X2821,CAP.ACU,NA,525,NA,NA,
35,captivity,X2822,X2822,CAP.ACU,NA,532,NA,NA,
35,captivity,X2823,X2823,CAP.ACU,NA,538,NA,NA,
35,captivity,X2824,X2824,CAP.ACU,NA,530,NA,NA,
35,captivity,X2825,X2825,CAP.ACU,NA,530,NA,NA,
35,captivity,X2826,X2826,CAP.ACU,NA,521,NA,NA,
35,captivity,X2827,X2827,CAP.ACU,NA,522,NA,NA,
35,captivity,X2828,X2828,CAP.ACU,NA,518,NA,NA,
35,captivity,X2829,X2829,CAP.ACU,NA,522,NA,NA,
35,captivity,X2830,X2830,CAP.ACU,NA,540,NA,NA,
35,captivity,X2833,X2833,CAP.ACU,NA,532,NA,NA,
35,captivity,X2851,X2851,CAP.ACU,NA,526,NA,NA,
35,captivity,X2852,X2852,CAP.ACU,NA,531,NA,NA,
35,captivity,X2853,X2853,CAP.ACU,NA,528,NA,NA,
35,captivity,X2854,X2854,CAP.ACU,NA,529,NA,NA,
35,captivity,X2855,X2855,CAP.ACU,NA,529,NA,NA,
35,captivity,X2858,X2858,CAP.ACU,NA,531,NA,NA,
35,captivity,X2859,X2859,CAP.ACU,NA,534,NA,NA,
35,captivity,X2860,X2860,CAP.ACU,NA,532,NA,NA,
35,captivity,X2881,X2881,CAP.ACU,NA,531,NA,NA,
35,captivity,X2882,X2882,CAP.ACU,NA,537,NA,NA,
35,captivity,X2891,X2891,CAP.ACU,NA,537,NA,NA,
35,captivity,X2893,X2893,CAP.ACU,NA,536,NA,NA,
35,captivity,X2903,X2903,CAP.ACU,NA,529,NA,NA,
35,captivity,X2904,X2904,CAP.ACU,NA,520,NA,NA,
35,captivity,X2906,X2906,CAP.ACU,NA,533,NA,NA,
35,captivity,X2907,X2907,CAP.ACU,NA,528,NA,NA,
35,captivity,X2909,X2909,CAP.ACU,NA,523,NA,NA,
35,captivity,X2918,X2918,CAP.ACU,NA,533,NA,NA,
35,captivity,X2921,X2921,CAP.ACU,NA,530,NA,NA,
35,captivity,X2922,X2922,CAP.ACU,NA,527,NA,NA,
35,captivity,X2923,X2923,CAP.ACU,NA,531,NA,NA,
35,captivity,X2924,X2924,CAP.ACU,NA,526,NA,NA,
35,captivity,X2929,X2929,CAP.ACU,NA,526,NA,NA,
35,captivity,X2930,X2930,CAP.ACU,NA,533,NA,NA,
35,captivity,X2931,X2931,CAP.ACU,NA,520,NA,NA,
35,captivity,X2932,X2932,CAP.ACU,NA,527,NA,NA,
35,captivity,X2934,X2934,CAP.ACU,NA,522,NA,NA,
35,captivity,X2935,X2935,CAP.ACU,NA,528,NA,NA,
35,captivity,X2937,X2937,CAP.ACU,NA,526,NA,NA,
35,captivity,X2947,X2947,CAP.ACU,NA,527,NA,NA,
35,captivity,X2960,X2960,CAP.ACU,NA,519,NA,NA,
35,captivity,X2962,X2962,CAP.ACU,NA,519,NA,NA,
35,captivity,X2963,X2963,CAP.ACU,NA,518,NA,NA,
35,captivity,X2968,X2968,CAP.ACU,NA,532,NA,NA,
35,captivity,X2970,X2970,CAP.ACU,NA,529,NA,NA,
35,captivity,X2971,X2971,CAP.ACU,NA,527,NA,NA,
35,captivity,X2972,X2972,CAP.ACU,NA,527,NA,NA,
35,captivity,X2975,X2975,CAP.ACU,NA,538,NA,NA,
35,captivity,X2983,X2983,CAP.ACU,NA,524,NA,NA,
35,captivity,X2986,X2986,CAP.ACU,NA,525,NA,NA,
35,captivity,X2992,X2992,CAP.ACU,NA,535,NA,NA,
35,captivity,X2994,X2994,CAP.ACU,NA,529,NA,NA,
35,captivity,X2995,X2995,CAP.ACU,NA,527,NA,NA,
35,captivity,X770,X770,CAP.ACU,NA,528,NA,NA,
35,captivity,X772,X772,CAP.ACU,NA,531,NA,NA,
35,captivity,X774,X774,CAP.ACU,NA,523,NA,NA,
35,captivity,X775,X775,CAP.ACU,NA,532,NA,NA,
35,captivity,X776,X776,CAP.ACU,NA,528,NA,NA,
35,captivity,X778,X778,CAP.ACU,NA,523,NA,NA,
35,captivity,X792,X792,CAP.ACU,NA,529,NA,NA,
35,captivity,X794,X794,CAP.ACU,NA,526,NA,NA,
35,captivity,X795,X795,CAP.ACU,NA,525,NA,NA,
35,captivity,X796,X796,CAP.ACU,NA,528,NA,NA,
35,captivity,X797,X797,CAP.ACU,NA,529,NA,NA,
35,captivity,X799,X799,CAP.ACU,NA,523,NA,NA,
35,captivity,X835,X835,CAP.ACU,NA,524,NA,NA,
35,captivity,X991,X991,CAP.ACU,NA,522,NA,NA,
35,captivity,X992,X992,CAP.ACU,NA,529,NA,NA,
35,captivity,X993,X993,CAP.ACU,NA,521,NA,NA,
35,captivity,X994,X994,CAP.ACU,NA,527,NA,NA,
35,captivity,X995,X995,CAP.ACU,NA,524,NA,NA,
35,captivity,X997,X997,CAP.ACU,NA,531,NA,NA,
35,captivity,X998,X998,CAP.ACU,NA,529,NA,NA,
35,captivity,X999,X999,CAP.ACU,NA,534,NA,NA,
35,captivity,Y0006,Y0006,CAP.ACU,618,522,33.99372318,1.673727799,
35,captivity,Y0020,Y0020,CAP.ACU,627,517,38.04511806,1.654353109,
35,captivity,Y0053,Y0053,CAP.ACU,618,525,39.53556266,1.680234847,
35,captivity,Y0446,Y0446,CAP.ACU,620,517,33.27227142,1.589535952,
35,captivity,Y0634,Y0634,CAP.ACU,627,529,55.62380224,1.82152094,
35,captivity,Y0636,Y0636,CAP.ACU,626,523,49.01120713,1.73934959,
35,captivity,Y318,Y318,CAP.ACU,NA,527,NA,NA,
35,captivity,Y319,Y319,CAP.ACU,NA,524,NA,NA,
35,captivity,Y320,Y320,CAP.ACU,NA,522,NA,NA,
35,captivity,Y369,Y369,CAP.ACU,NA,513,NA,NA,
35,captivity,Y370,Y370,CAP.ACU,NA,519,NA,NA,
36,captivity,B1070,W1392,CAP.F1.HEC.ACU.FEMALE,641,566,71.99,1.79,second.measure
36,captivity,B1076,W1332,CAP.F1.HEC.ACU.FEMALE,640,543,60.72,1.94,
36,captivity,B931,W1466,CAP.F1.HEC.ACU.FEMALE,653,576,64.98,1.93,
36,captivity,O1297,W1311,CAP.F1.HEC.ACU.FEMALE,667,578,73.44,1.58,
36,captivity,O2240,O2240,CAP.F1.HEC.ACU.FEMALE,631,557,52.43,1.82,
36,captivity,O2241,O2241,CAP.F1.HEC.ACU.FEMALE,630,560,57.31,0.98,
36,captivity,O2242,O2242,CAP.F1.HEC.ACU.FEMALE,640,561,58.75,1.07,
36,captivity,O2243,O2243,CAP.F1.HEC.ACU.FEMALE,645,568,66.95,1.44,
36,captivity,O2247,O2247,CAP.F1.HEC.ACU.FEMALE,630,561,54.01,0.90,
36,captivity,O2250,O2250,CAP.F1.HEC.ACU.FEMALE,629,559,48.12,1.01,
36,captivity,O2253,O2253,CAP.F1.HEC.ACU.FEMALE,639,559,56.19,1.47,
36,captivity,O2255,O2255,CAP.F1.HEC.ACU.FEMALE,640,558,69.83,1.30,
36,captivity,O2262,O2262,CAP.F1.HEC.ACU.FEMALE,640,569,58.03,1.86,
36,captivity,O2263,O2263,CAP.F1.HEC.ACU.FEMALE,641,566,67.63,1.23,
36,captivity,W1308,W1308,CAP.F1.HEC.ACU.FEMALE,NA,560,NA,NA,
36,captivity,W1350,W1350,CAP.F1.HEC.ACU.FEMALE,NA,557,NA,NA,
36,captivity,W1355,W1355,CAP.F1.HEC.ACU.FEMALE,NA,562,NA,NA,
36,captivity,W1363,W1363,CAP.F1.HEC.ACU.FEMALE,NA,560,NA,NA,
36,captivity,W1366,W1366,CAP.F1.HEC.ACU.FEMALE,NA,555,NA,NA,
36,captivity,W1368,W1368,CAP.F1.HEC.ACU.FEMALE,NA,569,NA,NA,
36,captivity,W1370,W1370,CAP.F1.HEC.ACU.FEMALE,NA,548,NA,NA,
36,captivity,W1392,W1392,CAP.F1.HEC.ACU.FEMALE,NA,564,NA,NA,first.measure
36,captivity,W1393,W1393,CAP.F1.HEC.ACU.FEMALE,NA,561,NA,NA,
36,captivity,W1396,W1396,CAP.F1.HEC.ACU.FEMALE,NA,566,NA,NA,
36,captivity,W1397,W1397,CAP.F1.HEC.ACU.FEMALE,NA,555,NA,NA,
36,captivity,W1412,W1412,CAP.F1.HEC.ACU.FEMALE,NA,559,NA,NA,
36,captivity,W1419,W1419,CAP.F1.HEC.ACU.FEMALE,NA,562,NA,NA,
36,captivity,W1420,W1420,CAP.F1.HEC.ACU.FEMALE,NA,561,NA,NA,
36,captivity,W1428,W1428,CAP.F1.HEC.ACU.FEMALE,NA,561,NA,NA,
36,captivity,W1429,W1429,CAP.F1.HEC.ACU.FEMALE,NA,563,NA,NA,
36,captivity,W1431,W1431,CAP.F1.HEC.ACU.FEMALE,NA,564,NA,NA,
36,captivity,W1432,W1432,CAP.F1.HEC.ACU.FEMALE,NA,554,NA,NA,
36,captivity,W1433,W1433,CAP.F1.HEC.ACU.FEMALE,NA,565,NA,NA,
36,captivity,W1434,W1434,CAP.F1.HEC.ACU.FEMALE,NA,560,NA,NA,
36,captivity,W1438,W1438,CAP.F1.HEC.ACU.FEMALE,NA,563,NA,NA,
36,captivity,W1451,W1451,CAP.F1.HEC.ACU.FEMALE,NA,559,NA,NA,
36,captivity,W1452,W1452,CAP.F1.HEC.ACU.FEMALE,NA,561,NA,NA,
36,captivity,W1455,W1455,CAP.F1.HEC.ACU.FEMALE,NA,550,NA,NA,
36,captivity,W1456,W1456,CAP.F1.HEC.ACU.FEMALE,NA,565,NA,NA,
36,captivity,W1457,W1457,CAP.F1.HEC.ACU.FEMALE,NA,565,NA,NA,
36,captivity,W1458,W1458,CAP.F1.HEC.ACU.FEMALE,NA,557,NA,NA,
36,captivity,W1464,W1464,CAP.F1.HEC.ACU.FEMALE,NA,562,NA,NA,
36,captivity,W1465,W1465,CAP.F1.HEC.ACU.FEMALE,NA,568,NA,NA,
36,captivity,Y060,Y060,CAP.F1.HEC.ACU.FEMALE,626,562,53.85,2.09,
36,captivity,Y061,Y061,CAP.F1.HEC.ACU.FEMALE,627,565,48.54,2.10,
36,captivity,Y062,Y062,CAP.F1.HEC.ACU.FEMALE,689,564,42.04,2.04,
36,captivity,Y072,Y072,CAP.F1.HEC.ACU.FEMALE,626,564,53.91,2.12,
36,captivity,Y085,Y085,CAP.F1.HEC.ACU.FEMALE,651,559,37.61,1.95,
36,captivity,Y094,Y094,CAP.F1.HEC.ACU.FEMALE,700,573,44.30,2.16,
36,captivity,Y095,Y095,CAP.F1.HEC.ACU.FEMALE,627,566,45.32,2.10,
36,captivity,Y097,Y097,CAP.F1.HEC.ACU.FEMALE,628,567,46.33,2.13,
36,captivity,Y136,Y136,CAP.F1.HEC.ACU.FEMALE,684,565,40.44,2.07,
36,captivity,Y151,Y151,CAP.F1.HEC.ACU.FEMALE,654,567,52.84,2.12,
36,captivity,Y152,Y152,CAP.F1.HEC.ACU.FEMALE,699,569,41.89,2.18,
36,captivity,Y330,Y330,CAP.F1.HEC.ACU.FEMALE,629,549,48.79,1.88,
36,captivity,Y331,Y331,CAP.F1.HEC.ACU.FEMALE,617,544,26.58,1.77,
36,captivity,Y333,Y333,CAP.F1.HEC.ACU.FEMALE,627,554,42.80,1.92,
36,captivity,Y334,Y334,CAP.F1.HEC.ACU.FEMALE,630,553,36.82,1.91,
36,captivity,Y346,Y346,CAP.F1.HEC.ACU.FEMALE,677,559,41.54,1.99,
36,captivity,Y348,Y348,CAP.F1.HEC.ACU.FEMALE,641,562,50.80,2.06,
36,captivity,Y448,Y448,CAP.F1.HEC.ACU.FEMALE,629,553,53.58,1.94,
36,captivity,Y449,Y449,CAP.F1.HEC.ACU.FEMALE,628,555,47.68,1.94,
36,captivity,Y538,Y538,CAP.F1.HEC.ACU.FEMALE,630,561,42.07,2.03,
36,captivity,Y731,Y731,CAP.F1.HEC.ACU.FEMALE,642,570,58.69,2.20,
36,captivity,Y732,Y732,CAP.F1.HEC.ACU.FEMALE,629,554,45.84,1.95,
36,captivity,Y733,Y733,CAP.F1.HEC.ACU.FEMALE,643,559,48.60,2.00,
36,captivity,Y748,Y748,CAP.F1.HEC.ACU.FEMALE,630,565,54.14,2.10,
37,captivity,B932,W1307,CAP.F1.HEC.ACU.MALE,644,562,55.22,2.06,second.measure
37,captivity,B938,W1367,CAP.F1.HEC.ACU.MALE,650,568,59.26,2.18,second.measure
37,captivity,O2244,O2244,CAP.F1.HEC.ACU.MALE,641,560,62.76,1.08,
37,captivity,O2246,O2246,CAP.F1.HEC.ACU.MALE,629,560,46.06,1.13,
37,captivity,O2248,O2248,CAP.F1.HEC.ACU.MALE,645,558,43.94,1.43,
37,captivity,O2254,O2254,CAP.F1.HEC.ACU.MALE,640,563,58.19,1.80,
37,captivity,O2256,O2256,CAP.F1.HEC.ACU.MALE,642,567,55.04,2.11,
37,captivity,W1287,W1287,CAP.F1.HEC.ACU.MALE,NA,574,NA,NA,
37,captivity,W1305,W1305,CAP.F1.HEC.ACU.MALE,NA,556,NA,NA,
37,captivity,W1307,W1307,CAP.F1.HEC.ACU.MALE,NA,567,NA,NA,first.measure
37,captivity,W1309,W1309,CAP.F1.HEC.ACU.MALE,NA,571,NA,NA,
37,captivity,W1349,W1349,CAP.F1.HEC.ACU.MALE,NA,567,NA,NA,
37,captivity,W1361,W1361,CAP.F1.HEC.ACU.MALE,NA,573,NA,NA,
37,captivity,W1362,W1362,CAP.F1.HEC.ACU.MALE,NA,571,NA,NA,
37,captivity,W1364,W1364,CAP.F1.HEC.ACU.MALE,NA,570,NA,NA,
37,captivity,W1365,W1365,CAP.F1.HEC.ACU.MALE,NA,572,NA,NA,
37,captivity,W1367,W1367,CAP.F1.HEC.ACU.MALE,NA,571,NA,NA,first.measure
37,captivity,W1369,W1369,CAP.F1.HEC.ACU.MALE,NA,577,NA,NA,
37,captivity,W1371,W1371,CAP.F1.HEC.ACU.MALE,NA,574,NA,NA,
37,captivity,W1372,W1372,CAP.F1.HEC.ACU.MALE,NA,575,NA,NA,
37,captivity,W1394,W1394,CAP.F1.HEC.ACU.MALE,NA,575,NA,NA,
37,captivity,W1395,W1395,CAP.F1.HEC.ACU.MALE,NA,568,NA,NA,
37,captivity,W1413,W1413,CAP.F1.HEC.ACU.MALE,NA,563,NA,NA,
37,captivity,W1427,W1427,CAP.F1.HEC.ACU.MALE,NA,562,NA,NA,
37,captivity,W1430,W1430,CAP.F1.HEC.ACU.MALE,NA,563,NA,NA,
37,captivity,W1435,W1435,CAP.F1.HEC.ACU.MALE,NA,561,NA,NA,
37,captivity,W1437,W1437,CAP.F1.HEC.ACU.MALE,NA,572,NA,NA,
37,captivity,W1453,W1453,CAP.F1.HEC.ACU.MALE,NA,569,NA,NA,
37,captivity,Y063,Y063,CAP.F1.HEC.ACU.MALE,628,575,57.90,2.28,
37,captivity,Y076,Y076,CAP.F1.HEC.ACU.MALE,641,566,45.09,2.13,
37,captivity,Y077,Y077,CAP.F1.HEC.ACU.MALE,630,558,34.62,1.95,
37,captivity,Y093,Y093,CAP.F1.HEC.ACU.MALE,627,574,35.88,2.16,
37,captivity,Y133,Y133,CAP.F1.HEC.ACU.MALE,642,567,43.42,2.13,
37,captivity,Y134,Y134,CAP.F1.HEC.ACU.MALE,668,569,47.02,2.16,
37,captivity,Y141,Y141,CAP.F1.HEC.ACU.MALE,700,576,51.88,2.27,
37,captivity,Y142,Y142,CAP.F1.HEC.ACU.MALE,700,577,51.60,2.31,
37,captivity,Y143,Y143,CAP.F1.HEC.ACU.MALE,674,576,59.31,2.27,
37,captivity,Y144,Y144,CAP.F1.HEC.ACU.MALE,686,580,36.48,2.30,
37,captivity,Y145,Y145,CAP.F1.HEC.ACU.MALE,684,581,34.17,2.29,
37,captivity,Y153,Y153,CAP.F1.HEC.ACU.MALE,632,563,43.06,2.08,
37,captivity,Y154,Y154,CAP.F1.HEC.ACU.MALE,675,571,37.13,2.11,
37,captivity,Y155,Y155,CAP.F1.HEC.ACU.MALE,660,564,48.37,2.05,
37,captivity,Y332,Y332,CAP.F1.HEC.ACU.MALE,640,561,44.97,2.03,
37,captivity,Y344,Y344,CAP.F1.HEC.ACU.MALE,629,558,48.68,2.00,
37,captivity,Y345,Y345,CAP.F1.HEC.ACU.MALE,700,556,44.53,2.01,
37,captivity,Y349,Y349,CAP.F1.HEC.ACU.MALE,655,564,47.78,2.10,
37,captivity,Y393,Y393,CAP.F1.HEC.ACU.MALE,628,566,46.59,2.11,
37,captivity,Y394,Y394,CAP.F1.HEC.ACU.MALE,641,573,45.09,2.19,
37,captivity,Y537,Y537,CAP.F1.HEC.ACU.MALE,631,556,43.16,1.95,
37,captivity,Y647,Y647,CAP.F1.HEC.ACU.MALE,700,570,54.05,2.21,
37,captivity,Y734,Y734,CAP.F1.HEC.ACU.MALE,639,562,55.83,2.12,
37,captivity,Y747,Y747,CAP.F1.HEC.ACU.MALE,639,567,47.73,2.15,
37,captivity,Y749,Y749,CAP.F1.HEC.ACU.MALE,632,563,57.84,2.09,
38,captivity,B1071,W1415,CAP.F1.ACU.HEC.FEMALE,651,574,66.37,2.17,second.measure
38,captivity,B910,W1243,CAP.F1.ACU.HEC.FEMALE,631,569,63.78,1.82,
38,captivity,B926,W1242,CAP.F1.ACU.HEC.FEMALE,669,582,64.50,1.94,second.measure
38,captivity,O1293,W1385,CAP.F1.ACU.HEC.FEMALE,654,573,59.45,2.26,second.measure
38,captivity,O1302,W1381,CAP.F1.ACU.HEC.FEMALE,666,581,69.48,1.67,second.measure
38,captivity,O1307,W1439,CAP.F1.ACU.HEC.FEMALE,676,578,69.80,1.77,
38,captivity,O1309,W1315,CAP.F1.ACU.HEC.FEMALE,653,579,68.97,2.17,second.measure
38,captivity,O1313,W1514,CAP.F1.ACU.HEC.FEMALE,643,566,58.66,2.13,
38,captivity,O2233,O2233,CAP.F1.ACU.HEC.FEMALE,640,562,64.88,1.14,
38,captivity,O2234,O2234,CAP.F1.ACU.HEC.FEMALE,640,565,60.46,1.39,
38,captivity,O2235,O2235,CAP.F1.ACU.HEC.FEMALE,668,580,64.39,1.61,
38,captivity,O2238,O2238,CAP.F1.ACU.HEC.FEMALE,664,580,61.93,2.36,
38,captivity,O2251,O2251,CAP.F1.ACU.HEC.FEMALE,641,569,50.79,1.40,
38,captivity,O2257,O2257,CAP.F1.ACU.HEC.FEMALE,631,558,47.31,1.20,
38,captivity,O2259,O2259,CAP.F1.ACU.HEC.FEMALE,639,558,42.83,2.01,
38,captivity,O2264,O2264,CAP.F1.ACU.HEC.FEMALE,641,570,56.37,2.17,
38,captivity,O2265,O2265,CAP.F1.ACU.HEC.FEMALE,644,570,52.44,2.15,
38,captivity,O2267,O2267,CAP.F1.ACU.HEC.FEMALE,653,578,58.97,2.34,
38,captivity,W1242,W1242,CAP.F1.ACU.HEC.FEMALE,NA,574,NA,NA,first.measure
38,captivity,W1313,W1313,CAP.F1.ACU.HEC.FEMALE,NA,580,NA,NA,
38,captivity,W1315,W1315,CAP.F1.ACU.HEC.FEMALE,NA,560,NA,NA,first.measure
38,captivity,W1317,W1317,CAP.F1.ACU.HEC.FEMALE,NA,576,NA,NA,
38,captivity,W1343,W1343,CAP.F1.ACU.HEC.FEMALE,NA,575,NA,NA,
38,captivity,W1346,W1346,CAP.F1.ACU.HEC.FEMALE,NA,583,NA,NA,
38,captivity,W1348,W1348,CAP.F1.ACU.HEC.FEMALE,NA,576,NA,NA,
38,captivity,W1356,W1356,CAP.F1.ACU.HEC.FEMALE,NA,569,NA,NA,
38,captivity,W1357,W1357,CAP.F1.ACU.HEC.FEMALE,NA,563,NA,NA,
38,captivity,W1360,W1360,CAP.F1.ACU.HEC.FEMALE,NA,575,NA,NA,
38,captivity,W1375,W1375,CAP.F1.ACU.HEC.FEMALE,NA,578,NA,NA,
38,captivity,W1376,W1376,CAP.F1.ACU.HEC.FEMALE,NA,569,NA,NA,
38,captivity,W1380,W1380,CAP.F1.ACU.HEC.FEMALE,NA,586,NA,NA,
38,captivity,W1381,W1381,CAP.F1.ACU.HEC.FEMALE,NA,579,NA,NA,first.measure
38,captivity,W1383,W1383,CAP.F1.ACU.HEC.FEMALE,NA,571,NA,NA,
38,captivity,W1385,W1385,CAP.F1.ACU.HEC.FEMALE,NA,568,NA,NA,first.measure
38,captivity,W1400,W1400,CAP.F1.ACU.HEC.FEMALE,NA,572,NA,NA,
38,captivity,W1401,W1401,CAP.F1.ACU.HEC.FEMALE,NA,554,NA,NA,
38,captivity,W1405,W1405,CAP.F1.ACU.HEC.FEMALE,NA,569,NA,NA,
38,captivity,W1408,W1408,CAP.F1.ACU.HEC.FEMALE,NA,564,NA,NA,
38,captivity,W1415,W1415,CAP.F1.ACU.HEC.FEMALE,NA,565,NA,NA,first.measure
38,captivity,W1417,W1417,CAP.F1.ACU.HEC.FEMALE,NA,574,NA,NA,
38,captivity,W1425,W1425,CAP.F1.ACU.HEC.FEMALE,NA,571,NA,NA,
38,captivity,W1442,W1442,CAP.F1.ACU.HEC.FEMALE,NA,567,NA,NA,
38,captivity,W1449,W1449,CAP.F1.ACU.HEC.FEMALE,NA,572,NA,NA,
38,captivity,W1460,W1460,CAP.F1.ACU.HEC.FEMALE,NA,576,NA,NA,
38,captivity,W1461,W1461,CAP.F1.ACU.HEC.FEMALE,NA,564,NA,NA,
38,captivity,Y106,Y106,CAP.F1.ACU.HEC.FEMALE,687,581,48.21,2.34,
38,captivity,Y107,Y107,CAP.F1.ACU.HEC.FEMALE,685,569,36.38,2.14,
38,captivity,Y108,Y108,CAP.F1.ACU.HEC.FEMALE,684,578,36.93,2.22,
38,captivity,Y109,Y109,CAP.F1.ACU.HEC.FEMALE,700,579,34.13,2.27,
38,captivity,Y118,Y118,CAP.F1.ACU.HEC.FEMALE,628,573,33.83,2.13,
38,captivity,Y121,Y121,CAP.F1.ACU.HEC.FEMALE,664,574,41.90,2.21,
38,captivity,Y122,Y122,CAP.F1.ACU.HEC.FEMALE,628,572,39.89,2.16,
38,captivity,Y131,Y131,CAP.F1.ACU.HEC.FEMALE,677,565,50.71,2.07,
38,captivity,Y132,Y132,CAP.F1.ACU.HEC.FEMALE,700,566,53.13,2.15,
38,captivity,Y365,Y365,CAP.F1.ACU.HEC.FEMALE,641,570,53.41,2.18,
38,captivity,Y432,Y432,CAP.F1.ACU.HEC.FEMALE,640,569,49.62,2.16,
38,captivity,Y520,Y520,CAP.F1.ACU.HEC.FEMALE,641,566,45.12,2.07,
38,captivity,Y522,Y522,CAP.F1.ACU.HEC.FEMALE,641,558,53.20,2.03,
38,captivity,Y523,Y523,CAP.F1.ACU.HEC.FEMALE,644,564,51.69,2.10,
38,captivity,Y524,Y524,CAP.F1.ACU.HEC.FEMALE,653,563,47.34,2.10,
38,captivity,Y644,Y644,CAP.F1.ACU.HEC.FEMALE,643,574,57.27,2.25,
38,captivity,Y716,Y716,CAP.F1.ACU.HEC.FEMALE,629,566,34.88,2.03,
38,captivity,Y725,Y725,CAP.F1.ACU.HEC.FEMALE,652,572,52.37,2.23,
39,captivity,B907,W1314,CAP.F1.ACU.HEC.MALE,642,567,67.03,2.13,second.measure
39,captivity,B911,W1406,CAP.F1.ACU.HEC.MALE,642,570,67.53,1.94,second.measure
39,captivity,B913,W1416,CAP.F1.ACU.HEC.MALE,674,572,65.90,2.04,second.measure
39,captivity,B915,W1463,CAP.F1.ACU.HEC.MALE,656,575,64.51,1.37,second.measure
39,captivity,B917,W1462,CAP.F1.ACU.HEC.MALE,650,570,65.54,1.79,second.measure
39,captivity,B918,W1384,CAP.F1.ACU.HEC.MALE,650,570,66.90,1.98,second.measure
39,captivity,B920,W1244,CAP.F1.ACU.HEC.MALE,658,572,61.79,1.95,
39,captivity,B922,W1446,CAP.F1.ACU.HEC.MALE,668,573,67.92,1.65,second.measure
39,captivity,B923,W1358,CAP.F1.ACU.HEC.MALE,644,570,57.32,2.19,second.measure
39,captivity,B928,W1354,CAP.F1.ACU.HEC.MALE,653,572,73.07,1.72,second.measure
39,captivity,B934,W1312,CAP.F1.ACU.HEC.MALE,640,561,67.41,2.10,second.measure
39,captivity,B937,W1386,CAP.F1.ACU.HEC.MALE,653,578,70.21,1.91,second.measure
39,captivity,B940,W1285,CAP.F1.ACU.HEC.MALE,654,578,59.81,2.36,
39,captivity,B941,W1345,CAP.F1.ACU.HEC.MALE,656,579,52.19,2.34,second.measure
39,captivity,O2232,O2232,CAP.F1.ACU.HEC.MALE,657,571,75.72,1.59,
39,captivity,O2236,O2236,CAP.F1.ACU.HEC.MALE,657,578,61.95,2.11,
39,captivity,O2237,O2237,CAP.F1.ACU.HEC.MALE,651,575,65.54,2.23,
39,captivity,O2258,O2258,CAP.F1.ACU.HEC.MALE,642,557,49.43,2.02,
39,captivity,O2260,O2260,CAP.F1.ACU.HEC.MALE,642,562,45.33,1.31,
39,captivity,O2261,O2261,CAP.F1.ACU.HEC.MALE,643,573,61.94,2.24,
39,captivity,O2266,O2266,CAP.F1.ACU.HEC.MALE,655,574,50.60,1.51,
39,captivity,W1312,W1312,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,first.measure
39,captivity,W1314,W1314,CAP.F1.ACU.HEC.MALE,NA,573,NA,NA,first.measure
39,captivity,W1316,W1316,CAP.F1.ACU.HEC.MALE,NA,561,NA,NA,
39,captivity,W1344,W1344,CAP.F1.ACU.HEC.MALE,NA,568,NA,NA,
39,captivity,W1345,W1345,CAP.F1.ACU.HEC.MALE,NA,571,NA,NA,first.measure
39,captivity,W1347,W1347,CAP.F1.ACU.HEC.MALE,NA,577,NA,NA,
39,captivity,W1351,W1351,CAP.F1.ACU.HEC.MALE,NA,565,NA,NA,
39,captivity,W1352,W1352,CAP.F1.ACU.HEC.MALE,NA,559,NA,NA,
39,captivity,W1354,W1354,CAP.F1.ACU.HEC.MALE,NA,571,NA,NA,first.measure
39,captivity,W1358,W1358,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,first.measure
39,captivity,W1359,W1359,CAP.F1.ACU.HEC.MALE,NA,563,NA,NA,
39,captivity,W1374,W1374,CAP.F1.ACU.HEC.MALE,NA,575,NA,NA,
39,captivity,W1377,W1377,CAP.F1.ACU.HEC.MALE,NA,568,NA,NA,
39,captivity,W1379,W1379,CAP.F1.ACU.HEC.MALE,NA,571,NA,NA,
39,captivity,W1382,W1382,CAP.F1.ACU.HEC.MALE,NA,580,NA,NA,
39,captivity,W1384,W1384,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,first.measure
39,captivity,W1386,W1386,CAP.F1.ACU.HEC.MALE,NA,575,NA,NA,first.measure
39,captivity,W1402,W1402,CAP.F1.ACU.HEC.MALE,NA,560,NA,NA,
39,captivity,W1403,W1403,CAP.F1.ACU.HEC.MALE,NA,577,NA,NA,
39,captivity,W1404,W1404,CAP.F1.ACU.HEC.MALE,NA,553,NA,NA,
39,captivity,W1406,W1406,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,first.measure
39,captivity,W1407,W1407,CAP.F1.ACU.HEC.MALE,NA,570,NA,NA,
39,captivity,W1416,W1416,CAP.F1.ACU.HEC.MALE,NA,564,NA,NA,first.measure
39,captivity,W1418,W1418,CAP.F1.ACU.HEC.MALE,NA,570,NA,NA,
39,captivity,W1423,W1423,CAP.F1.ACU.HEC.MALE,NA,570,NA,NA,
